ExtendedSessionID,ResponseID,UserID,Review_gender,Review_age,Review_ageBracket,Review_income,Review_ContinuousIncome,IncomeBracketSmall,Review_education,Review_educationBracket,Review_political,Review_religious,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Man,Woman,Pregnant,Stroller,OldMan,OldWoman,Boy,Girl,Homeless,LargeWoman,LargeMan,Criminal,MaleExecutive,FemaleExecutive,FemaleAthlete,MaleAthlete,FemaleDoctor,MaleDoctor,Dog,Cat,gpt4o_wp_Timestamp,gpt4o_wp_SystemPrompt,gpt4o_wp_UserPrompt,gpt4o_wp_Persona,gpt4o_wp_Label,gpt4o_wp_Saved
-2139836350_4901435736911490.0,7eXvdsGdKG6w4e4HC,4901435736911490.0,Man,19,15-24,under5000,2500,"$0-$5,000",college,Some college,100,0,2,1,1,0,0,Male,Gender,Gender,Male,Female,0.0,1,0,0,Mobile,0,0,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-03T22:05:56.685000,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of Under $5,000 US dollars.
 - You are a man.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - You are 19 years old.
 - Your highest level of education is that you attended college.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, who was crossing ahead of the car. Meanwhile, it will spare 1 man, who was crossing in the other lane.

Case 2.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man, who was crossing in the other lane. Meanwhile, it will spare 1 woman, who was crossing ahead of the car.
",1,Case 2,0
-2139836350_4901435736911490.0,NSAeXAkob2Bbrkg9u,4901435736911490.0,Man,19,15-24,under5000,2500,"$0-$5,000",college,Some college,100,0,5,0,1,0,2,Female,Gender,Gender,Male,Female,0.0,3,0,0,Mobile,0,0,USA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2024-06-03T22:05:57.095756,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - You earn an annual income of Under $5,000 US dollars.
 - Your highest level of education is that you attended college.
 - You are 19 years old.
 - You are a man.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 male doctor and 2 large men, who were abiding by the law by crossing on the green signal in the other lane. Meanwhile, it will spare 2 large women and 1 female doctor, who were flouting the law by crossing on the red signal ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 large women and 1 female doctor, who were flouting the law by crossing on the red signal ahead of the car. Meanwhile, it will spare 1 male doctor and 2 large men, who were abiding by the law by crossing on the green signal in the other lane.
",1,Case 2,0
-2139836350_4901435736911490.0,NSAeXAkob2Bbrkg9u,4901435736911490.0,Man,19,15-24,under5000,2500,"$0-$5,000",college,Some college,100,0,5,1,1,0,1,Male,Gender,Gender,Male,Female,0.0,3,0,1,Mobile,0,1,USA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2024-06-03T22:05:57.095756,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - You earn an annual income of Under $5,000 US dollars.
 - Your highest level of education is that you attended college.
 - You are 19 years old.
 - You are a man.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 male doctor and 2 large men, who were abiding by the law by crossing on the green signal in the other lane. Meanwhile, it will spare 2 large women and 1 female doctor, who were flouting the law by crossing on the red signal ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 large women and 1 female doctor, who were flouting the law by crossing on the red signal ahead of the car. Meanwhile, it will spare 1 male doctor and 2 large men, who were abiding by the law by crossing on the green signal in the other lane.
",1,Case 2,1
-2139836350_4901435736911490.0,SRMmzyRAm8fhHijuL,4901435736911490.0,Man,19,15-24,under5000,2500,"$0-$5,000",college,Some college,100,0,4,0,0,1,0,Young,Age,Age,Young,Old,1.0,3,0,1,Mobile,0,0,USA,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-03T22:05:57.726732,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
 - You earn an annual income of Under $5,000 US dollars.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - Your highest level of education is that you attended college.
 - You are a man.
 - You are 19 years old.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve to avoid crashing into a concrete barrier and drive through a pedestrian crossing in the other lane. This will result in the death of 2 men and 1 elderly man, who were crossing. Meanwhile, it will spare 2 boys and 1 man, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and crash into a concrete barrier. This will result in the death of 2 boys and 1 man, who were inside the car. Meanwhile, it will spare 2 men and 1 elderly man, who were crossing.
",1,Case 2.,0
-2139836350_4901435736911490.0,SRMmzyRAm8fhHijuL,4901435736911490.0,Man,19,15-24,under5000,2500,"$0-$5,000",college,Some college,100,0,4,1,0,0,0,Old,Age,Age,Young,Old,1.0,3,0,0,Mobile,0,1,USA,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-03T22:05:57.726732,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
 - You earn an annual income of Under $5,000 US dollars.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - Your highest level of education is that you attended college.
 - You are a man.
 - You are 19 years old.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve to avoid crashing into a concrete barrier and drive through a pedestrian crossing in the other lane. This will result in the death of 2 men and 1 elderly man, who were crossing. Meanwhile, it will spare 2 boys and 1 man, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and crash into a concrete barrier. This will result in the death of 2 boys and 1 man, who were inside the car. Meanwhile, it will spare 2 men and 1 elderly man, who were crossing.
",1,Case 2.,1
-2139836350_4901435736911490.0,WSwzhwvikw5F6Dbb6,4901435736911490.0,Man,19,15-24,under5000,2500,"$0-$5,000",college,Some college,100,0,10,0,0,0,0,Old,Age,Age,Young,Old,0.0,2,0,0,Mobile,0,0,USA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-03T22:05:58.317822,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
 - You earn an annual income of Under $5,000 US dollars.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - Your highest level of education is that you attended college.
 - You are a man.
 - You are 19 years old.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve and crash into a concrete barrier. This will result in the death of 1 woman and 1 boy, who were inside the car. Meanwhile, it will spare 1 elderly woman and 1 man, who were crossing.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 elderly woman and 1 man, who were crossing. Meanwhile, it will spare 1 woman and 1 boy, who were inside the car.
",1,Case 2,0
-2139836350_4901435736911490.0,WSwzhwvikw5F6Dbb6,4901435736911490.0,Man,19,15-24,under5000,2500,"$0-$5,000",college,Some college,100,0,10,1,0,1,0,Young,Age,Age,Young,Old,0.0,2,0,1,Mobile,0,1,USA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-03T22:05:58.317822,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
 - You earn an annual income of Under $5,000 US dollars.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - Your highest level of education is that you attended college.
 - You are a man.
 - You are 19 years old.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve and crash into a concrete barrier. This will result in the death of 1 woman and 1 boy, who were inside the car. Meanwhile, it will spare 1 elderly woman and 1 man, who were crossing.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 elderly woman and 1 man, who were crossing. Meanwhile, it will spare 1 woman and 1 boy, who were inside the car.
",1,Case 2,1
-2139836350_4901435736911490.0,ajEcQzNAAkLFRWydX,4901435736911490.0,Man,19,15-24,under5000,2500,"$0-$5,000",college,Some college,100,0,12,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Mobile,0,0,USA,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,2024-06-03T22:05:58.765114,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You are a man.
 - You are 19 years old.
 - You earn an annual income of Under $5,000 US dollars.
 - Your highest level of education is that you attended college.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 male doctor, 1 large man, and 1 female athlete, who were abiding by the law by crossing on the green signal in the other lane. Meanwhile, it will spare 1 female athlete, 2 large men, 1 girl, and 1 male doctor, who were flouting the law by crossing on the red signal ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete, 2 large men, 1 girl, and 1 male doctor, who were flouting the law by crossing on the red signal ahead of the car. Meanwhile, it will spare 1 male doctor, 1 large man, and 1 female athlete, who were abiding by the law by crossing on the green signal in the other lane.
",1,Case 2.,0
-2139836350_4901435736911490.0,ajEcQzNAAkLFRWydX,4901435736911490.0,Man,19,15-24,under5000,2500,"$0-$5,000",college,Some college,100,0,12,1,1,0,1,Less,Utilitarian,Utilitarian,More,Less,1.0,3,2,0,Mobile,0,1,USA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2024-06-03T22:05:58.765114,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You are a man.
 - You are 19 years old.
 - You earn an annual income of Under $5,000 US dollars.
 - Your highest level of education is that you attended college.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 male doctor, 1 large man, and 1 female athlete, who were abiding by the law by crossing on the green signal in the other lane. Meanwhile, it will spare 1 female athlete, 2 large men, 1 girl, and 1 male doctor, who were flouting the law by crossing on the red signal ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete, 2 large men, 1 girl, and 1 male doctor, who were flouting the law by crossing on the red signal ahead of the car. Meanwhile, it will spare 1 male doctor, 1 large man, and 1 female athlete, who were abiding by the law by crossing on the green signal in the other lane.
",1,Case 2.,1
-2139836350_4901435736911490.0,o5oj9dw9iZaYTa4Ze,4901435736911490.0,Man,19,15-24,under5000,2500,"$0-$5,000",college,Some college,100,0,3,0,0,0,1,Rand,Random,Random,,,,3,1,1,Mobile,0,1,USA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2024-06-03T22:05:59.412333,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of Under $5,000 US dollars.
 - You are a man.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - You are 19 years old.
 - Your highest level of education is that you attended college.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 male doctors and 1 elderly woman, who were abiding by the law by crossing on the green signal. Meanwhile, it will spare 1 male athlete, 1 boy, 1 pregnant woman, and 1 dog, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will swerve and crash into a concrete barrier. This will result in the death of 1 male athlete, 1 boy, 1 pregnant woman, and 1 dog, who were inside the car. Meanwhile, it will spare 2 male doctors and 1 elderly woman, who were abiding by the law by crossing on the green signal.
",1,Case 2,1
-2139836350_4901435736911490.0,o5oj9dw9iZaYTa4Ze,4901435736911490.0,Man,19,15-24,under5000,2500,"$0-$5,000",college,Some college,100,0,3,1,0,1,0,Rand,Random,Random,,,,4,1,0,Mobile,0,0,USA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2024-06-03T22:05:59.412333,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of Under $5,000 US dollars.
 - You are a man.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - You are 19 years old.
 - Your highest level of education is that you attended college.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 male doctors and 1 elderly woman, who were abiding by the law by crossing on the green signal. Meanwhile, it will spare 1 male athlete, 1 boy, 1 pregnant woman, and 1 dog, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will swerve and crash into a concrete barrier. This will result in the death of 1 male athlete, 1 boy, 1 pregnant woman, and 1 dog, who were inside the car. Meanwhile, it will spare 2 male doctors and 1 elderly woman, who were abiding by the law by crossing on the green signal.
",1,Case 2,0
-2139836350_4901435736911490.0,rwFC8ZGMwBC4bWGAS,4901435736911490.0,Man,19,15-24,under5000,2500,"$0-$5,000",college,Some college,100,0,13,0,1,0,1,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,0,Mobile,0,0,USA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2024-06-03T22:05:59.811169,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of Under $5,000 US dollars.
 - You are a man.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - You are 19 years old.
 - Your highest level of education is that you attended college.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man, 1 dog, 1 large man, 1 boy, and 1 male athlete, who were flouting the law by crossing on the red signal in the other lane. Meanwhile, it will spare 1 large man and 1 man, who were abiding by the law by crossing on the green signal ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 large man and 1 man, who were abiding by the law by crossing on the green signal ahead of the car. Meanwhile, it will spare 1 man, 1 dog, 1 large man, 1 boy, and 1 male athlete, who were flouting the law by crossing on the red signal in the other lane.
",1,Case 2,0
-2139836350_4901435736911490.0,rwFC8ZGMwBC4bWGAS,4901435736911490.0,Man,19,15-24,under5000,2500,"$0-$5,000",college,Some college,100,0,13,1,1,0,2,More,Utilitarian,Utilitarian,More,Less,0.0,5,3,1,Mobile,0,1,USA,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2024-06-03T22:05:59.811169,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of Under $5,000 US dollars.
 - You are a man.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - You are 19 years old.
 - Your highest level of education is that you attended college.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man, 1 dog, 1 large man, 1 boy, and 1 male athlete, who were flouting the law by crossing on the red signal in the other lane. Meanwhile, it will spare 1 large man and 1 man, who were abiding by the law by crossing on the green signal ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 large man and 1 man, who were abiding by the law by crossing on the green signal ahead of the car. Meanwhile, it will spare 1 man, 1 dog, 1 large man, 1 boy, and 1 male athlete, who were flouting the law by crossing on the red signal in the other lane.
",1,Case 2,1
-2139836350_4901435736911490.0,sQTTpiXZHbC8m4edt,4901435736911490.0,Man,19,15-24,under5000,2500,"$0-$5,000",college,Some college,100,0,8,0,0,0,1,Pets,Species,Species,Hoomans,Pets,0.0,4,0,0,Mobile,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2024-06-03T22:06:00.082978,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You are 19 years old.
 - You earn an annual income of Under $5,000 US dollars.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - Your highest level of education is that you attended college.
 - You are a man.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 dog and 3 cats, who were abiding by the law by crossing on the green signal. Meanwhile, it will spare 1 criminal, 1 boy, 1 elderly man, and 1 female executive, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will swerve and crash into a concrete barrier. This will result in the death of 1 criminal, 1 boy, 1 elderly man, and 1 female executive, who were inside the car. Meanwhile, it will spare 1 dog and 3 cats, who were abiding by the law by crossing on the green signal.
",1,Case 2,1
-2139836350_4901435736911490.0,sQTTpiXZHbC8m4edt,4901435736911490.0,Man,19,15-24,under5000,2500,"$0-$5,000",college,Some college,100,0,8,1,0,1,0,Hoomans,Species,Species,Hoomans,Pets,0.0,4,0,1,Mobile,0,0,USA,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2024-06-03T22:06:00.082978,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You are 19 years old.
 - You earn an annual income of Under $5,000 US dollars.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - Your highest level of education is that you attended college.
 - You are a man.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 dog and 3 cats, who were abiding by the law by crossing on the green signal. Meanwhile, it will spare 1 criminal, 1 boy, 1 elderly man, and 1 female executive, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will swerve and crash into a concrete barrier. This will result in the death of 1 criminal, 1 boy, 1 elderly man, and 1 female executive, who were inside the car. Meanwhile, it will spare 1 dog and 3 cats, who were abiding by the law by crossing on the green signal.
",1,Case 2,0
-2139836350_4901435736911490.0,zfQaAXSLDqZC2RaDh,4901435736911490.0,Man,19,15-24,under5000,2500,"$0-$5,000",college,Some college,100,0,1,0,1,0,2,Hoomans,Species,Species,Hoomans,Pets,1.0,5,0,1,Mobile,0,1,USA,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,2024-06-03T22:06:00.509310,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of Under $5,000 US dollars.
 - You are a man.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - You are 19 years old.
 - Your highest level of education is that you attended college.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 baby, 1 female doctor, 1 criminal, 1 homeless person, and 1 male executive, who were flouting the law by crossing on the red signal ahead of the car. Meanwhile, it will spare 3 dogs and 2 cats, who were abiding by the law by crossing on the green signal in the other lane.

Case 2.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 dogs and 2 cats, who were abiding by the law by crossing on the green signal in the other lane. Meanwhile, it will spare 1 baby, 1 female doctor, 1 criminal, 1 homeless person, and 1 male executive, who were flouting the law by crossing on the red signal ahead of the car.
",1,Case 2,1
-2139836350_4901435736911490.0,zfQaAXSLDqZC2RaDh,4901435736911490.0,Man,19,15-24,under5000,2500,"$0-$5,000",college,Some college,100,0,1,1,1,0,1,Pets,Species,Species,Hoomans,Pets,1.0,5,0,0,Mobile,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2024-06-03T22:06:00.509310,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of Under $5,000 US dollars.
 - You are a man.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - You are 19 years old.
 - Your highest level of education is that you attended college.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 baby, 1 female doctor, 1 criminal, 1 homeless person, and 1 male executive, who were flouting the law by crossing on the red signal ahead of the car. Meanwhile, it will spare 3 dogs and 2 cats, who were abiding by the law by crossing on the green signal in the other lane.

Case 2.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 dogs and 2 cats, who were abiding by the law by crossing on the green signal in the other lane. Meanwhile, it will spare 1 baby, 1 female doctor, 1 criminal, 1 homeless person, and 1 male executive, who were flouting the law by crossing on the red signal ahead of the car.
",1,Case 2,0
-2139318017_4728402836552705.0,2vuLECLEXt56ZXESL,4728402836552710.0,Woman,43,35-44,above100000,150000,"More than
$100,001",graduate,Postgraduate,50,50,5,0,0,0,1,Rand,Random,Random,,,,2,1,0,Desktop,1,1,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2024-06-03T22:06:01.086442,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of more than 100,000 US dollars.
 - Your highest level of education is graduate degree.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 50 for your religious views.
 - You are a woman.
 - You are 43 years old.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 50 for your political views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 boy and 1 male doctor, who were abiding by the law by crossing on the green signal. Meanwhile, it will spare 1 male doctor, 1 elderly man, and 1 elderly woman, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will swerve and crash into a concrete barrier. This will result in the death of 1 male doctor, 1 elderly man, and 1 elderly woman, who were inside the car. Meanwhile, it will spare 1 boy and 1 male doctor, who were abiding by the law by crossing on the green signal.
",1,Case 2,1
-2139318017_4728402836552705.0,2vuLECLEXt56ZXESL,4728402836552710.0,Woman,43,35-44,above100000,150000,"More than
$100,001",graduate,Postgraduate,50,50,5,1,0,1,0,Rand,Random,Random,,,,3,1,1,Desktop,1,0,USA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024-06-03T22:06:01.086442,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of more than 100,000 US dollars.
 - Your highest level of education is graduate degree.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 50 for your religious views.
 - You are a woman.
 - You are 43 years old.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 50 for your political views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 boy and 1 male doctor, who were abiding by the law by crossing on the green signal. Meanwhile, it will spare 1 male doctor, 1 elderly man, and 1 elderly woman, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will swerve and crash into a concrete barrier. This will result in the death of 1 male doctor, 1 elderly man, and 1 elderly woman, who were inside the car. Meanwhile, it will spare 1 boy and 1 male doctor, who were abiding by the law by crossing on the green signal.
",1,Case 2,0
